Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
61,Female,Kaduna,Low,Expert,Investment Platforms,Daily,Mobile App,Speed,Carbon,3.08,13.69,500,No,No,2
43,Male,Ibadan,Low,Intermediate,Investment Platforms,Weekly,USSD,Speed,Kuda,4.91,4.54,500,No,No,5
49,Male,Abuja,Low,Novice,Micro-Lending,Weekly,USSD,Speed,Carbon,2.31,11.95,0,No,No,3
23,Female,Kaduna,Middle,Intermediate,Blockchain Services,Rarely,Agent Banking,Convenience,Opay,1.88,4.4,0,No,No,9
49,Female,Enugu,High,Novice,Investment Platforms,Monthly,USSD,Convenience,PalmPay,1.18,8.13,1000,No,No,7
21,Male,Enugu,Middle,Novice,Blockchain Services,Daily,Web Platform,Low Fees,FairMoney,1.15,16.57,2000,No,No,1
28,Female,Lagos,Middle,Novice,Blockchain Services,Monthly,USSD,Speed,Carbon,2.83,4.26,0,Yes,No,1
34,Female,Kaduna,Middle,Expert,Mobile Banking App,Daily,Agent Banking,Convenience,Kuda,3.87,10.54,1000,No,No,6
55,Female,Abuja,Low,Intermediate,Micro-Lending,Daily,USSD,Security,Kuda,3.04,13.1,2000,No,No,4
41,Male,Lagos,Low,Intermediate,Blockchain Services,Daily,USSD,Low Fees,FairMoney,4.43,18.96,1000,No,No,1
22,Female,Lagos,Middle,Expert,Micro-Lending,Weekly,Mobile App,Convenience,Opay,1.92,15.4,500,No,No,9
51,Female,Ibadan,High,Expert,Micro-Lending,Daily,Mobile App,Convenience,Carbon,3.18,4.94,2000,No,No,2
23,Female,Enugu,Middle,Intermediate,Mobile Banking App,Weekly,Web Platform,Convenience,Opay,3.48,19.46,500,No,No,1
39,Male,Lagos,Middle,Intermediate,Micro-Lending,Daily,USSD,Low Fees,Kuda,1.76,10.86,500,No,No,3
28,Female,Port Harcourt,High,Novice,Blockchain Services,Weekly,Web Platform,Convenience,PalmPay,2.28,8.97,500,No,Yes,1
33,Male,Port Harcourt,Low,Novice,Digital Payments,Rarely,USSD,Convenience,Carbon,3.16,4.75,500,No,Yes,4
50,Female,Enugu,Middle,Intermediate,Blockchain Services,Rarely,Web Platform,Security,PalmPay,0.59,18.84,500,No,No,4
26,Male,Port Harcourt,Middle,Intermediate,Blockchain Services,Weekly,Web Platform,Security,FairMoney,4.49,12.76,500,No,No,6
23,Female,Ibadan,Middle,Expert,Micro-Lending,Weekly,USSD,Security,Carbon,1,19.79,1000,No,No,3
33,Female,Abuja,Low,Novice,Blockchain Services,Monthly,Mobile App,Convenience,Kuda,0.71,5.54,1000,No,No,9
46,Male,Kano,Middle,Intermediate,Digital Payments,Monthly,Agent Banking,Security,Carbon,1.47,12.05,2000,No,No,6
20,Male,Lagos,Middle,Intermediate,Micro-Lending,Monthly,Web Platform,Speed,Kuda,2.76,4.42,2000,No,No,7
37,Male,Kano,Low,Novice,Investment Platforms,Daily,Agent Banking,Security,Paga,1.98,11.67,2000,No,No,6
53,Female,Abuja,Middle,Intermediate,Blockchain Services,Weekly,USSD,Security,Kuda,2.48,18.07,500,No,No,9
36,Female,Abuja,Low,Intermediate,Blockchain Services,Weekly,Web Platform,Convenience,Kuda,0.88,4.41,500,No,No,2
43,Female,Ibadan,High,Novice,Mobile Banking App,Weekly,USSD,Speed,FairMoney,1.55,7.22,1000,No,No,8
20,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Weekly,Web Platform,Security,Carbon,0.94,14.44,1000,No,No,5
36,Male,Port Harcourt,High,Novice,Investment Platforms,Monthly,Mobile App,Convenience,PalmPay,1.53,3.84,2000,No,No,2
37,Female,Abuja,Low,Novice,Digital Payments,Monthly,Web Platform,Speed,Kuda,3.66,10.44,0,No,No,7
49,Female,Ibadan,Low,Intermediate,Investment Platforms,Daily,Web Platform,Security,Carbon,3.09,8.33,0,No,Yes,5
24,Female,Ibadan,Low,Novice,Mobile Banking App,Daily,Web Platform,Convenience,Kuda,2,17.17,500,Yes,No,8
58,Female,Enugu,Low,Novice,Digital Payments,Weekly,USSD,Speed,Opay,1.68,3.36,500,Yes,No,6
50,Female,Kaduna,Low,Novice,Investment Platforms,Daily,Mobile App,Security,Opay,4.99,17.61,500,No,No,7
57,Female,Lagos,Middle,Novice,Digital Payments,Daily,USSD,Speed,Opay,3.96,14.81,1000,No,No,1
56,Female,Kaduna,Low,Novice,Investment Platforms,Monthly,Agent Banking,Speed,Opay,4.2,7.7,500,Yes,No,2
35,Male,Port Harcourt,Middle,Novice,Investment Platforms,Weekly,Mobile App,Convenience,PalmPay,0.62,5.96,500,Yes,No,9
57,Female,Abuja,Low,Intermediate,Investment Platforms,Monthly,Web Platform,Low Fees,FairMoney,0.77,19.13,500,No,No,7
18,Female,Enugu,Middle,Expert,Blockchain Services,Monthly,Web Platform,Speed,Kuda,3.71,12.19,0,No,No,7
28,Female,Kano,Middle,Novice,Investment Platforms,Monthly,Web Platform,Speed,Opay,1.36,8.53,0,No,No,4
45,Female,Port Harcourt,Middle,Novice,Blockchain Services,Daily,Agent Banking,Speed,Carbon,2.42,3.28,2000,Yes,No,4
42,Male,Lagos,High,Novice,Micro-Lending,Daily,Agent Banking,Speed,Opay,1.33,5.4,500,No,No,3
40,Male,Ibadan,Low,Novice,Mobile Banking App,Daily,Web Platform,Speed,Paga,1.3,12.97,1000,No,No,4
48,Male,Abuja,Middle,Intermediate,Digital Payments,Daily,Web Platform,Low Fees,Paga,0.99,11.48,0,No,No,6
47,Male,Port Harcourt,Middle,Expert,Digital Payments,Weekly,Agent Banking,Convenience,FairMoney,3.17,15.76,2000,No,Yes,3
59,Male,Kano,Middle,Expert,Micro-Lending,Monthly,USSD,Low Fees,PalmPay,3.83,17.11,500,No,No,8
52,Male,Lagos,Middle,Novice,Investment Platforms,Rarely,Mobile App,Convenience,Paga,0.76,9.45,0,No,No,1
24,Female,Lagos,Middle,Expert,Mobile Banking App,Monthly,Mobile App,Low Fees,Carbon,1.74,4.27,1000,No,No,6
33,Male,Enugu,Middle,Novice,Micro-Lending,Weekly,Agent Banking,Convenience,Opay,3.46,16.35,1000,No,No,2
43,Male,Port Harcourt,Middle,Intermediate,Micro-Lending,Weekly,Agent Banking,Security,Paga,2.27,12.19,1000,No,No,1
19,Female,Kano,High,Intermediate,Digital Payments,Daily,USSD,Speed,Paga,3.67,19.65,1000,Yes,No,4
18,Male,Lagos,High,Intermediate,Blockchain Services,Weekly,Web Platform,Convenience,PalmPay,3.92,16.44,500,No,No,6
29,Female,Abuja,Low,Novice,Blockchain Services,Monthly,Agent Banking,Convenience,Paga,0.65,8.26,2000,Yes,No,7
22,Female,Lagos,Low,Novice,Investment Platforms,Daily,USSD,Speed,Opay,2.21,10,2000,No,No,1
54,Male,Kano,High,Intermediate,Investment Platforms,Weekly,Agent Banking,Security,FairMoney,3.78,6.62,1000,No,No,3
49,Female,Ibadan,High,Novice,Micro-Lending,Monthly,Web Platform,Speed,FairMoney,2.2,11.46,500,No,No,6
26,Male,Ibadan,Low,Novice,Investment Platforms,Daily,Agent Banking,Convenience,FairMoney,0.53,14.94,2000,No,No,6
58,Male,Enugu,Low,Intermediate,Blockchain Services,Rarely,Web Platform,Convenience,Kuda,2.01,13.22,2000,No,No,6
52,Female,Port Harcourt,High,Novice,Mobile Banking App,Daily,USSD,Speed,Opay,4.43,8.49,2000,No,No,7
36,Female,Kano,Middle,Intermediate,Digital Payments,Monthly,Mobile App,Low Fees,Paga,4.78,16.91,1000,No,No,7
33,Male,Enugu,Low,Novice,Blockchain Services,Weekly,USSD,Speed,Paga,3.02,4.34,500,No,No,8
20,Female,Kaduna,Middle,Expert,Investment Platforms,Daily,Mobile App,Convenience,Paga,1.88,4.99,1000,No,No,2
37,Female,Lagos,High,Novice,Digital Payments,Daily,USSD,Convenience,PalmPay,2.6,9.57,500,No,No,1
41,Male,Kaduna,High,Expert,Digital Payments,Monthly,Mobile App,Convenience,Carbon,1.56,14.79,0,No,No,7
50,Male,Lagos,Middle,Novice,Micro-Lending,Monthly,USSD,Security,Opay,1.26,14.65,500,No,No,1
41,Female,Ibadan,Middle,Intermediate,Investment Platforms,Weekly,Web Platform,Speed,FairMoney,2.72,8.91,500,No,No,2
28,Male,Enugu,Low,Expert,Micro-Lending,Rarely,Mobile App,Security,Paga,3.82,14.69,1000,No,No,1
25,Male,Ibadan,High,Novice,Digital Payments,Monthly,Mobile App,Speed,Kuda,1.5,3.56,1000,Yes,No,1
53,Male,Abuja,Low,Novice,Micro-Lending,Daily,Web Platform,Security,PalmPay,4.59,7.58,0,No,No,3
55,Male,Kaduna,High,Novice,Investment Platforms,Weekly,Web Platform,Low Fees,Carbon,1.26,14.64,1000,No,No,4
57,Male,Kaduna,Low,Novice,Blockchain Services,Weekly,Mobile App,Convenience,Paga,3.01,5.72,500,No,No,5
37,Male,Ibadan,High,Intermediate,Mobile Banking App,Weekly,Mobile App,Convenience,FairMoney,3.99,6.22,2000,No,No,5
52,Male,Abuja,Low,Novice,Blockchain Services,Daily,Mobile App,Speed,Opay,1.46,4.02,1000,No,No,2
42,Female,Lagos,Middle,Expert,Digital Payments,Daily,Agent Banking,Convenience,Kuda,1.83,8.88,2000,No,Yes,3
52,Male,Enugu,Low,Intermediate,Blockchain Services,Weekly,USSD,Security,FairMoney,0.73,16.94,2000,No,Yes,8
42,Female,Abuja,Middle,Novice,Micro-Lending,Daily,Web Platform,Low Fees,PalmPay,4.75,17.14,2000,Yes,No,2
46,Female,Enugu,High,Expert,Investment Platforms,Weekly,Web Platform,Security,Opay,2.69,17.59,1000,No,Yes,4
35,Female,Kaduna,Middle,Novice,Blockchain Services,Rarely,USSD,Security,Opay,0.79,3.14,500,No,No,7
63,Male,Enugu,Middle,Novice,Blockchain Services,Daily,Web Platform,Speed,PalmPay,4.24,19.89,2000,No,No,9
35,Male,Kaduna,Low,Novice,Investment Platforms,Monthly,Web Platform,Convenience,Opay,3.06,11.3,0,Yes,Yes,3
19,Female,Abuja,High,Intermediate,Micro-Lending,Weekly,Mobile App,Security,Kuda,0.75,17.77,1000,No,Yes,3
52,Male,Kaduna,Middle,Novice,Mobile Banking App,Daily,Web Platform,Speed,Kuda,2.53,18.34,2000,Yes,Yes,7
33,Female,Port Harcourt,Middle,Intermediate,Blockchain Services,Monthly,Agent Banking,Security,Opay,2.45,11.5,2000,Yes,No,8
58,Male,Kaduna,Middle,Novice,Digital Payments,Daily,Agent Banking,Security,Paga,1.16,3.39,1000,No,Yes,4
53,Male,Ibadan,Middle,Expert,Micro-Lending,Daily,Mobile App,Security,Opay,2.39,12.96,500,No,No,1
50,Female,Abuja,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Speed,Paga,1.77,8.35,0,No,No,5
21,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Opay,3.65,6.12,2000,Yes,Yes,4
50,Female,Enugu,Middle,Intermediate,Investment Platforms,Weekly,Mobile App,Security,FairMoney,0.52,5.69,0,No,Yes,8
31,Male,Kano,High,Intermediate,Blockchain Services,Weekly,Mobile App,Security,Carbon,0.98,12.29,1000,Yes,No,7
38,Female,Abuja,High,Novice,Blockchain Services,Daily,USSD,Speed,Kuda,4.63,4.33,500,Yes,Yes,2
37,Male,Ibadan,Low,Novice,Investment Platforms,Monthly,Mobile App,Convenience,Opay,2.45,16.88,1000,No,No,6
25,Male,Kaduna,Low,Novice,Digital Payments,Monthly,Agent Banking,Low Fees,Kuda,1.29,6.48,500,No,No,4
24,Male,Enugu,Low,Expert,Investment Platforms,Weekly,Web Platform,Speed,PalmPay,4.07,12.11,2000,No,No,7
20,Female,Port Harcourt,Low,Intermediate,Blockchain Services,Daily,Mobile App,Convenience,Carbon,4.33,4.7,2000,No,Yes,9
34,Female,Lagos,Middle,Novice,Mobile Banking App,Daily,USSD,Speed,Paga,1.45,17.54,2000,No,No,7
50,Female,Port Harcourt,High,Novice,Investment Platforms,Monthly,Web Platform,Speed,PalmPay,3.71,14.61,500,No,No,2
29,Male,Kano,Low,Novice,Digital Payments,Daily,Web Platform,Low Fees,Carbon,3.27,6.11,1000,No,No,8
39,Male,Abuja,Middle,Intermediate,Investment Platforms,Daily,Web Platform,Low Fees,PalmPay,3.85,15.03,2000,No,No,6
39,Female,Enugu,High,Intermediate,Investment Platforms,Weekly,USSD,Low Fees,Kuda,4.05,3.95,500,Yes,No,9
63,Male,Abuja,High,Expert,Micro-Lending,Monthly,Agent Banking,Low Fees,FairMoney,3.47,16.01,2000,No,No,7
47,Male,Ibadan,Middle,Novice,Micro-Lending,Weekly,USSD,Convenience,Carbon,4.8,11.08,1000,Yes,Yes,5
55,Female,Abuja,Middle,Novice,Blockchain Services,Daily,USSD,Security,PalmPay,4.39,4.6,0,No,No,8
55,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,Web Platform,Speed,Paga,1.53,12.13,0,Yes,No,7
62,Female,Kano,Low,Expert,Investment Platforms,Weekly,USSD,Low Fees,Carbon,4.61,6.02,1000,No,No,1
25,Male,Port Harcourt,Low,Novice,Mobile Banking App,Weekly,Web Platform,Security,Carbon,2.12,14.27,2000,No,No,5
44,Male,Kano,Low,Novice,Blockchain Services,Daily,Mobile App,Convenience,PalmPay,3.77,14.9,2000,No,No,7
44,Male,Enugu,Low,Intermediate,Investment Platforms,Monthly,Mobile App,Low Fees,FairMoney,4.32,15.81,0,No,Yes,7
51,Male,Abuja,High,Novice,Investment Platforms,Weekly,USSD,Speed,Opay,2.46,18.16,0,Yes,Yes,3
38,Male,Enugu,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Security,Paga,0.73,13.96,0,No,Yes,5
47,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Weekly,Web Platform,Low Fees,Paga,4.77,11.11,0,No,No,8
50,Male,Enugu,Middle,Novice,Investment Platforms,Daily,USSD,Speed,PalmPay,0.83,17.45,500,No,Yes,9
45,Male,Ibadan,Low,Novice,Micro-Lending,Daily,USSD,Security,FairMoney,2.07,18.25,1000,No,Yes,9
64,Male,Kano,Middle,Novice,Digital Payments,Daily,Agent Banking,Speed,Kuda,3.18,16.18,2000,No,No,5
50,Female,Port Harcourt,High,Novice,Digital Payments,Weekly,Web Platform,Convenience,Kuda,1.03,18.99,2000,No,Yes,2
22,Female,Port Harcourt,Low,Novice,Investment Platforms,Weekly,USSD,Low Fees,Opay,4.27,19.64,1000,No,No,8
36,Female,Kaduna,Low,Expert,Blockchain Services,Monthly,Agent Banking,Low Fees,Opay,1.42,6.9,2000,No,Yes,7
21,Male,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,Web Platform,Speed,PalmPay,4.94,5.71,2000,No,No,4
52,Female,Kaduna,Middle,Intermediate,Investment Platforms,Rarely,Mobile App,Security,FairMoney,4.62,10.35,0,No,No,5
34,Female,Lagos,Middle,Novice,Mobile Banking App,Daily,Agent Banking,Low Fees,Kuda,3.22,19.95,2000,No,Yes,2
61,Female,Kaduna,Middle,Novice,Micro-Lending,Weekly,USSD,Speed,Paga,3.47,4.05,1000,No,No,9
45,Male,Kano,Middle,Novice,Digital Payments,Daily,Mobile App,Convenience,FairMoney,2.9,14.96,1000,Yes,No,6
47,Female,Enugu,Low,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,Kuda,2.26,17.39,1000,No,No,9
46,Male,Kaduna,Low,Novice,Blockchain Services,Monthly,Agent Banking,Speed,FairMoney,2.08,19.94,2000,Yes,No,8
63,Male,Port Harcourt,Middle,Novice,Blockchain Services,Rarely,Mobile App,Security,PalmPay,4.51,13.34,500,No,No,1
23,Female,Kano,High,Intermediate,Investment Platforms,Weekly,Mobile App,Low Fees,Kuda,3.09,9.15,0,Yes,Yes,9
52,Male,Kaduna,High,Novice,Blockchain Services,Daily,USSD,Low Fees,Carbon,4.2,5.41,1000,No,No,9
58,Female,Kaduna,High,Expert,Blockchain Services,Monthly,Mobile App,Convenience,PalmPay,2.81,19.68,500,No,No,4
54,Male,Port Harcourt,Middle,Novice,Micro-Lending,Monthly,USSD,Speed,Carbon,1.88,18.67,2000,No,No,1
41,Female,Ibadan,Middle,Novice,Mobile Banking App,Rarely,Web Platform,Security,FairMoney,0.91,16.58,0,No,No,4
46,Female,Ibadan,Middle,Novice,Digital Payments,Daily,USSD,Convenience,PalmPay,1.96,19.02,500,No,Yes,6
63,Female,Kaduna,High,Novice,Blockchain Services,Monthly,Agent Banking,Convenience,Paga,4.46,3.56,2000,No,No,4
48,Male,Ibadan,Low,Intermediate,Blockchain Services,Daily,Mobile App,Convenience,PalmPay,3.7,13.55,2000,No,No,9
52,Female,Abuja,Middle,Intermediate,Micro-Lending,Weekly,Web Platform,Speed,PalmPay,4.04,7.31,500,No,No,4
50,Male,Port Harcourt,Middle,Novice,Digital Payments,Daily,USSD,Speed,PalmPay,3.98,15.9,500,No,No,8
38,Female,Abuja,Middle,Novice,Micro-Lending,Weekly,USSD,Low Fees,PalmPay,1.04,4.18,1000,No,Yes,2
49,Male,Kano,Low,Intermediate,Mobile Banking App,Weekly,USSD,Speed,Opay,1.21,7.03,0,No,No,7
40,Male,Abuja,Middle,Novice,Micro-Lending,Daily,Web Platform,Convenience,Carbon,1.93,17.38,0,No,Yes,8
50,Female,Kano,Middle,Novice,Digital Payments,Weekly,Web Platform,Speed,PalmPay,1.85,15.62,1000,No,No,6
20,Female,Kaduna,Middle,Novice,Digital Payments,Weekly,Agent Banking,Security,PalmPay,0.8,19.86,0,No,No,6
35,Female,Kano,Middle,Novice,Blockchain Services,Daily,Web Platform,Low Fees,FairMoney,1.19,13.77,0,Yes,No,8
42,Female,Kano,Low,Novice,Mobile Banking App,Daily,USSD,Convenience,Opay,4.35,7.8,2000,Yes,Yes,3
59,Female,Enugu,High,Expert,Investment Platforms,Weekly,Web Platform,Low Fees,Kuda,3.15,12.09,500,No,No,2
48,Male,Abuja,Middle,Intermediate,Blockchain Services,Monthly,USSD,Speed,FairMoney,2.04,19.02,1000,No,No,9
20,Female,Enugu,Middle,Intermediate,Micro-Lending,Weekly,Agent Banking,Low Fees,FairMoney,2.87,13.91,500,No,No,8
57,Female,Kaduna,Low,Novice,Micro-Lending,Weekly,Agent Banking,Low Fees,Opay,1.68,17.93,0,No,No,5
63,Male,Port Harcourt,Low,Intermediate,Digital Payments,Rarely,USSD,Speed,Opay,3.13,2.9,0,No,No,5
41,Female,Abuja,Middle,Intermediate,Digital Payments,Daily,Web Platform,Low Fees,Opay,0.84,8.97,1000,No,Yes,6
49,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Monthly,Web Platform,Speed,FairMoney,4.56,18.87,500,No,No,6
64,Male,Port Harcourt,Middle,Novice,Investment Platforms,Weekly,Mobile App,Convenience,FairMoney,1.58,3.19,2000,No,No,2
39,Female,Kano,Low,Expert,Investment Platforms,Rarely,Agent Banking,Low Fees,PalmPay,4.19,11.58,500,No,No,7
40,Female,Abuja,High,Novice,Blockchain Services,Weekly,Agent Banking,Security,Opay,3.47,8.56,500,No,No,3
19,Female,Port Harcourt,Middle,Expert,Investment Platforms,Monthly,USSD,Security,Opay,2.85,13.81,1000,No,No,8
44,Male,Ibadan,Low,Novice,Digital Payments,Daily,Mobile App,Convenience,FairMoney,4.68,5.34,2000,No,No,9
59,Female,Port Harcourt,Middle,Novice,Blockchain Services,Rarely,Web Platform,Speed,FairMoney,1.21,13.93,500,No,Yes,3
19,Male,Ibadan,High,Novice,Blockchain Services,Weekly,USSD,Speed,Opay,1.04,19.86,500,Yes,No,6
43,Female,Abuja,Middle,Intermediate,Mobile Banking App,Weekly,Web Platform,Low Fees,PalmPay,1.95,7.25,0,No,Yes,8
34,Male,Kaduna,Low,Novice,Investment Platforms,Daily,Web Platform,Low Fees,Paga,4.24,10.57,0,No,No,6
57,Female,Enugu,Middle,Expert,Micro-Lending,Rarely,Web Platform,Security,Paga,0.66,3.02,2000,No,No,3
50,Male,Abuja,Low,Expert,Micro-Lending,Weekly,Mobile App,Security,Kuda,1.58,10.1,500,Yes,No,4
26,Male,Enugu,Low,Intermediate,Mobile Banking App,Daily,Agent Banking,Speed,PalmPay,2.41,9.6,500,No,No,9
60,Male,Enugu,Low,Intermediate,Digital Payments,Daily,Agent Banking,Security,FairMoney,3.71,12.38,0,No,No,1
56,Male,Abuja,Middle,Intermediate,Mobile Banking App,Weekly,Web Platform,Speed,Opay,1.85,6.99,2000,No,No,4
46,Male,Port Harcourt,Low,Intermediate,Digital Payments,Daily,Mobile App,Convenience,Opay,2.52,8.25,1000,No,No,1
59,Male,Lagos,High,Novice,Investment Platforms,Weekly,Web Platform,Convenience,Opay,2.02,13.17,0,No,No,8
43,Female,Port Harcourt,Low,Intermediate,Investment Platforms,Rarely,Web Platform,Security,Paga,0.91,18.4,500,No,No,7
52,Female,Port Harcourt,Low,Expert,Blockchain Services,Weekly,USSD,Low Fees,FairMoney,3.82,6.62,1000,No,No,7
42,Male,Kaduna,Middle,Novice,Blockchain Services,Rarely,Mobile App,Security,Opay,2.58,14.36,500,No,No,2
41,Male,Kano,Low,Expert,Blockchain Services,Weekly,Mobile App,Security,Opay,4.16,11.67,500,No,No,6
30,Male,Kano,Middle,Novice,Blockchain Services,Monthly,Agent Banking,Security,Paga,3.63,4.33,500,Yes,No,8
24,Male,Port Harcourt,Low,Novice,Micro-Lending,Weekly,Agent Banking,Low Fees,Opay,0.76,12.4,2000,Yes,No,8
53,Female,Ibadan,Low,Novice,Blockchain Services,Weekly,Web Platform,Security,Kuda,2.75,14.9,1000,No,No,5
62,Male,Kaduna,Low,Novice,Blockchain Services,Weekly,USSD,Low Fees,FairMoney,4.96,12.97,500,No,No,8
37,Female,Enugu,Middle,Expert,Blockchain Services,Weekly,USSD,Security,Carbon,1.89,4.33,2000,No,Yes,2
18,Female,Kano,Low,Expert,Digital Payments,Rarely,USSD,Low Fees,Kuda,2.72,17.45,1000,No,Yes,4
25,Male,Port Harcourt,Middle,Intermediate,Blockchain Services,Weekly,Web Platform,Low Fees,PalmPay,3.43,3.22,0,No,No,2
63,Male,Kaduna,Middle,Expert,Mobile Banking App,Monthly,Agent Banking,Low Fees,Kuda,1.41,6.63,2000,No,Yes,5
33,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,Mobile App,Low Fees,Kuda,3.66,13.27,1000,No,No,3
31,Female,Ibadan,Middle,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Paga,3.47,6.32,500,No,Yes,6
29,Male,Abuja,Middle,Intermediate,Micro-Lending,Weekly,USSD,Convenience,PalmPay,2.19,4.28,500,No,No,7
40,Male,Port Harcourt,High,Expert,Blockchain Services,Weekly,USSD,Speed,FairMoney,1.78,11.46,2000,No,No,6
32,Male,Kaduna,Low,Novice,Digital Payments,Daily,Web Platform,Speed,FairMoney,4.64,15.14,0,Yes,No,2
45,Female,Port Harcourt,Low,Expert,Investment Platforms,Monthly,USSD,Low Fees,Kuda,1.07,9.69,2000,Yes,No,2
51,Female,Enugu,Low,Intermediate,Blockchain Services,Rarely,Mobile App,Speed,Carbon,2.44,14.72,0,No,No,4
19,Male,Ibadan,Low,Expert,Blockchain Services,Daily,Web Platform,Low Fees,Kuda,3.95,17.56,0,Yes,No,7
49,Female,Kano,Low,Novice,Blockchain Services,Rarely,Mobile App,Security,Opay,1.17,19.28,2000,No,Yes,8
40,Female,Kano,Middle,Novice,Micro-Lending,Daily,Agent Banking,Convenience,Paga,4.7,6.58,2000,No,No,5
39,Male,Kano,Middle,Intermediate,Investment Platforms,Weekly,USSD,Security,Opay,2.87,13.09,2000,No,No,1
42,Male,Abuja,High,Intermediate,Micro-Lending,Weekly,USSD,Security,PalmPay,2.77,7.17,1000,No,No,9
39,Female,Kaduna,Low,Novice,Micro-Lending,Daily,Agent Banking,Low Fees,PalmPay,2.41,17.74,1000,Yes,No,8
39,Female,Ibadan,Low,Expert,Micro-Lending,Daily,Agent Banking,Security,Paga,4.4,18.08,2000,No,Yes,1
59,Male,Ibadan,High,Expert,Digital Payments,Weekly,Agent Banking,Convenience,Kuda,4.77,8.14,1000,No,No,9
23,Male,Kano,High,Novice,Investment Platforms,Daily,USSD,Security,PalmPay,2.21,13.79,1000,No,No,5
32,Male,Kano,Middle,Novice,Digital Payments,Daily,Agent Banking,Convenience,Carbon,2.94,18.03,0,No,No,8
60,Male,Enugu,Middle,Novice,Digital Payments,Daily,Web Platform,Convenience,Paga,1.92,11.4,500,No,No,2
54,Male,Lagos,High,Novice,Investment Platforms,Daily,Agent Banking,Low Fees,Opay,2.16,15.11,500,No,Yes,7
50,Female,Lagos,Middle,Intermediate,Digital Payments,Daily,Web Platform,Convenience,Carbon,0.63,16.51,1000,No,No,9
25,Female,Port Harcourt,Low,Novice,Investment Platforms,Weekly,Web Platform,Security,FairMoney,4.04,17.76,0,No,No,7
61,Female,Port Harcourt,High,Intermediate,Blockchain Services,Monthly,Mobile App,Low Fees,Paga,4.86,11.52,2000,No,No,9
61,Female,Ibadan,Middle,Intermediate,Micro-Lending,Daily,Web Platform,Convenience,Carbon,3.96,18.98,0,Yes,No,4
22,Male,Ibadan,Low,Novice,Digital Payments,Daily,Web Platform,Convenience,Paga,2.83,13.51,0,No,No,5
56,Male,Abuja,Middle,Intermediate,Investment Platforms,Monthly,Agent Banking,Speed,Opay,4.22,5.16,500,No,No,7
21,Male,Abuja,Middle,Novice,Mobile Banking App,Daily,USSD,Low Fees,Kuda,4.36,13.22,2000,No,No,1
23,Female,Lagos,High,Novice,Digital Payments,Monthly,Agent Banking,Speed,Paga,2.95,7.72,500,No,No,2
62,Female,Port Harcourt,Low,Intermediate,Digital Payments,Daily,Mobile App,Convenience,PalmPay,4.72,9.01,1000,Yes,No,2
49,Female,Lagos,High,Expert,Investment Platforms,Daily,Mobile App,Speed,Opay,0.64,16.66,500,Yes,No,9
47,Male,Lagos,Middle,Novice,Mobile Banking App,Daily,USSD,Security,Opay,0.55,19.53,0,No,No,3
64,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,Web Platform,Security,Carbon,0.87,17.72,2000,No,Yes,9
